Transcript,Average_HalfLife
YKL064W,188.8357903551573
YPR061C,140.95004160210544
YLR397C,109.97764606232967
YER079W,291.9081479913052
YMR209C,167.0809236195706
YJL199C,86.87145449675862
YPL067C,87.66133562287922
YEL035C,78.47200914952782
YDR319C,120.51918366360817
YGR050C,144.8424515753868
YGL255W,87.10400463985083
YCR022C,106.75727355912609
YDR223W,89.6654421008459
YBL055C,154.76802506949699
YPR196W,116.42244561077953
YML047C,301.6488741998826
YAR031W,79.15203933815852
YKR091W,195.75313913542308
YNL171C,126.35108588591955
YER053C,228.13552532403062
YAR053W,79.08540975653366
YDL204W,146.80666055638184
YKL037W,145.1390025555963
YDR329C,109.67578567574122
YKR011C,126.16868126664467
YGR290W,2272.8122200279927
YGL230C,3017.2845069182003
YDR198C,189.28512814759355
YGL249W,129.6708471597717
YLR326W,219.03745406919884
YIL073C,218.37792772996315
YDL110C,1467.7785179063524
YHR033W,2314.958970871091
YOR025W,160.15730561719852
YGL143C,102.40274746656716
YHR204W,84.63972009495923
YML107C,85.11788471379619
YLR446W,169.85456080577532
YOR160W,724.3754291153919
YOR077W,87.48136301548755
YGL125W,195.65564290638775
YNR002C,289.51085204602504
YBR203W,80.08016669966831
YKL048C,215.2798333532281
YDR258C,85.27150876202741
YLR205C,132.14107503730787
YPR027C,137.94796894503423
YHR112C,92.04099539483316
YDR191W,106.75254372335623
YJR096W,104.50249333026896
YOR392W,82.1544652525012
YDL246C,120.07978232296428
YNL076W,105.4035222518127
YGR019W,87.52707904780054
YHR116W,144.18865076944044
YCL075W,114.0210216856355
YIL141W,86.69690611973853
YDR317W,160.869953177707
YLR349W,81.35148230175604
YOR040W,111.99487117443572
YDR475C,107.52977168078084
YLR035C,252.53965328865831
YCL004W,99.68784493513054
YML116W,80.32996242125087
YNR014W,99.54001136205125
YDR273W,114.76955339083928
YAL063C,91.61068838538301
YDL222C,112.2352462595798
YKL050C,82.40787387460968
YOR177C,81.19921130512884
YOR140W,255.67939822665903
YNL285W,173.16248589867334
YOR024W,81.0331880275132
YHL026C,134.75661543689554
YOL128C,102.9464680431627
YDL162C,133.67955504115392
YKR101W,78.17103953966873
YHR002W,92.14369063582842
YHL041W,128.7528718917081
YLR443W,78.86365904624158
YOR018W,139.57612350120834
YNR073C,79.15028044890389
YKL162C,15670.99698911976
YJL163C,120.64846713551941
YIL132C,174.63948286055262
YKL151C,213.82444446182726
YCR063W,270.54136534550236
YOL065C,81.59694116236398
YBR065C,126.1114624614002
YML128C,83.67154718629729
YLR255C,78.30859898286083
YNL298W,85.7673654313616
YNL017C,144.09904449179317
YGL116W,104.87470199533738
YPL025C,139.14753874623713
YGL170C,1789.856565255727
YBR168W,1422.5031511009313
YLR392C,340.06728014405184
YMR204C,1939.4041897309344
YLR219W,99.53167534046513
YJL213W,118.82275935148895
YBR063C,216.72695728593257
YMR170C,83.97337235706713
YDR516C,81.63929600136755
YIL003W,107.41610773952681
YER098W,85.61487189907712
YIR018W,2685.6508302279685
YHL043W,459.44462814856365
YFL051C,118.92753737176376
YOL055C,112.54178105192176
YNL275W,128.90537033129831
YOR228C,160.79486489659664
YKL133C,84.13306751646633
YCR075C,163.8707506197843
YFR012W,87.3444513711705
YER044C-A,271.16668201195824
YDR270W,98.67698983270071
YNL093W,323.5305134886259
YNL237W,90.32963378922827
YIR009W,201.67422495271788
YDL186W,97.68411985157603
YDR479C,82.74839105251966
YOR134W,94.66562523288316
YLL060C,117.81130140900689
YBR040W,91.53819439547516
YGR226C,214.49374488844938
YHR180W,141.2519419268347
YDR109C,96.59249122691064
YGL064C,141.03524759795388
YDR254W,109.69708132982136
YNL274C,229.7847057949795
YNL116W,133.9975973772687
YML089C,1607.0093250113844
YGR236C,622.6524084239169
YJL099W,133.28718231158402
YAR023C,117.36427979503917
YFL027C,164.62316583935896
YHL021C,228.00965118813394
YGL194C,110.5318061480732
YDR515W,480.04116217120975
YIR042C,103.61469300679121
YKR039W,282.91407520288993
YDL021W,136.45334379888217
YGL156W,179.1862849373716
YDR263C,94.7463228734922
YAR061W,133.54897528100895
YEL069C,207.09509091710046
YHL024W,100.73503852457367
YKR076W,155.92553844256716
YMR206W,126.81759838021911
YDL169C,356.2055048533976
YJR107W,171.58601584820846
YHR102W,223.7621221458608
YER106W,258.694169831955
YHR140W,402.1694224258963
YBR250W,87.45091557376847
YOR003W,106.13266587778766
YOL153C,249.7844816933658
YKL097C,98.93472884585496
YGR153W,84.16766316395415
YBR050C,1043.6126988008862
YDL199C,90.80046160996024
YOL152W,86.0542064010202
YBL108W,138.3609672209435
YIL107C,113.10395478009616
YLR037C,82.41812632541017
YIR039C,97.38642030052598
YJL195C,123.77522462930597
YLR156W,177.86118785553225
YHR176W,80.65955130454509
YMR244W,502.21996480645555
YNL092W,326.48658125130754
YFR029W,114.07848994681625
YHL036W,1155.646436980945
YMR154C,114.73146708811012
YHL045W,248.54822227160315
YJL105W,210.48201096850622
YDR259C,83.84598749325772
YLL063C,887.9500331159411
YNL195C,133.86602064457853
YLR161W,107.42236697326213
YMR279C,133.81631916773057
YHR212C,81.17794291443228
YKR102W,84.57576156332071
YJR149W,211.655394759317
YHR210C,103.85901246734848
YER158C,111.60452013234887
YDL024C,153.9050377917705
YIR013C,873.8982164924631
YFL052W,88.89859538828718
YDR436W,111.822627903299
YIL160C,83.35015882352974
YHR139C,204.92066741132646
YGL205W,128.02915016588125
YER096W,124.6591011639389
YGR066C,934.8227631995917
YGL184C,121.9862613337976
YPL275W,146.29638861380735
YIL172C,102.03971450580983
Q0115,174.7358067462627
YGL158W,435.7775695678584
YIR027C,204.03952346506233
YDR535C,113.8070970580837
YOL157C,95.27860258152795
YFL053W,100.19172336368176
YJL219W,115.78337045262704
YGL261C,115.24813183709959
