Transcript,Average_HalfLife
YLR336C,15.149272468318271
YDL060W,16.49101726641106
YLR380W,11.429956679702137
YPR124W,13.818674931485399
YNL241C,16.289796320687437
YCR090C,10.029595306191805
YML071C,15.955302833532834
YJL064W,16.65527046760801
YLL037W,13.714879815926192
YGR259C,12.187187223910692
YML121W,9.695532962853711
YGL150C,15.90488325892035
YPL227C,9.133327313120605
YOL014W,14.669904822002158
YDL122W,16.34004436648008
YKL165C,15.004206448474948
YBR028C,15.622484508561065
YNL087W,12.920922405817313
YJL004C,13.685798443755395
YNL109W,14.8966727594689
YMR039C,11.300395553613368
YIL161W,11.204715678582412
YBL052C,16.510691733442
YPL112C,13.0642077854263
YML038C,16.40928231393577
YLL010C,15.873834259873224
YMR011W,15.09518527455431
YGL094C,16.026469975624355
YOL147C,9.137966591624178
YNR054C,16.587232523423015
YMR266W,13.919692458835817
YJL018W,15.378233772262638
YLR383W,14.116090392371085
YDR367W,13.495401595372803
YDL128W,12.627781011641437
YKL021C,15.030076284843
YLR059C,14.279855589163551
YHR127W,12.347542545986682
YGL002W,15.338568267803325
YMR177W,15.542397608567416
YPR017C,16.259812678001115
YJR015W,15.843307382858617
YNL219C,14.092741579176346
YNL327W,16.653237085931355
YBR247C,8.784884270371974
YBR092C,15.016691237245423
YNL313C,16.355757772548234
YOL070C,11.074423274046039
YGL099W,13.645995838151592
YIL103W,14.956926507430824
YNL073W,13.026101122536545
YPL207W,12.339531218259753
YGL097W,14.78410729481458
YJL202C,15.474768876971552
YOR264W,16.127593172770748
YBR042C,16.53978947389026
YHR072W,14.142836713874038
YPR038W,15.710559040833724
YJL065C,16.151965216687884
YGR275W,11.17010305620247
YLR332W,11.203409551225135
YLL035W,14.232484420487923
YJR051W,15.506111373221357
YGL213C,10.249789934957098
YOL058W,15.231857042188857
YDR100W,13.396479727837312
YGL067W,16.476407887001706
YMR144W,15.187857210623559
YBL012C,16.38434481216675
YHR197W,10.411448642483727
YMR285C,15.88578500828553
YMR161W,15.334950781880453
YMR179W,15.830128426600398
YNR027W,13.291278322579336
YOR304W,13.212442776202572
YGL084C,16.173568006930868
YNL090W,11.545338656604185
YLR020C,16.291397359141275
YOL144W,14.23319085405216
YNL168C,16.338624413763487
YOL017W,11.348405452382838
YDR234W,11.965971891429142
YGL082W,15.265418021586461
YGR223C,15.044562670943288
YJR040W,15.940756546050517
YOL125W,8.901176884477765
YJL198W,11.907488836844237
YKR038C,12.024664904750615
YLR401C,11.466200408643786
YOL019W,10.909030882163442
YDR434W,10.73533544916116
YHR144C,15.31784588863197
YOL093W,10.81515045334801
YMR171C,15.318950829427575
YDR200C,15.349290049005056
YLR019W,14.619688979530926
YJR099W,9.919654485776322
YJR012C,12.77514127332952
YNL169C,9.374971358052019
YOR017W,12.906793269666567
YDR456W,13.550227775771203
YMR253C,10.100194372559898
YJL115W,14.95545912605081
YHR045W,10.457562214326622
YGR057C,13.639042123901962
YCL055W,14.77714273106762
YOR088W,10.173065763294165
YML119W,12.799231942516473
YDR390C,12.950591293828984
YMR055C,16.402462625701926
YOR229W,15.256171703736547
YGR221C,11.766117576897948
YLL031C,15.850244412586887
YDL109C,11.607751733113242
YKL018W,15.522738485337891
YBR077C,15.338691210030333
YKL011C,6.393571580973909
YHR119W,16.147329356441233
YER118C,15.760081076246593
YBR104W,9.732797489468998
YKL015W,12.552592163372035
YAR064W,14.903521494375134
YDR423C,14.721998180624691
YNL215W,15.85525029380043
YBR265W,9.747287587839367
YIR024C,15.535572666828834
YGR041W,16.402936621212806
YOL056W,14.623358362891047
YIL114C,11.004469396348027
YOR201C,16.09196834319598
YFL041W,13.044499860189639
YGL142C,16.244437227783365
YCL067C,15.976761576176635
YHR040W,14.597038986948835
YOR280C,15.827243521821467
YDR466W,16.04629390588385
YHR079C,12.355296681796304
YHR084W,16.06204497647822
YBL042C,15.002971870873976
YER051W,16.52724140244893
YHR080C,15.90861759507841
YMR078C,8.786322917573777
YHR123W,15.250466167418296
YPR058W,16.483696164064316
YIL014W,12.784109403705695
YJR001W,16.295177448890215
YGR015C,15.878727873397542
YKL059C,14.053491923450103
YHR070W,15.228540458456349
YGR227W,11.367941327224205
YNL283C,12.33348446456062
YGR012W,14.04599915667143
YJR056C,13.864343937228218
YGL197W,15.841866109667587
YJL181W,15.154101537971279
YDR352W,12.537043186364777
YMR119W,9.539916561810417
YML080W,14.59063479204767
YGL243W,15.719729914723432
YDR146C,15.326700652742582
YML088W,14.755910663405713
YGR003W,8.009070756601151
YML042W,15.453082000810893
YPL189W,14.487070334089703
YMR016C,13.786838999011465
YLR213C,11.551667759984838
YMR172W,13.119583989686216
YMR009W,16.495367726004066
YBR281C,13.473611666414548
YDR419W,7.605060376811695
YBR089C-A,13.390446555855984
YCL066W,13.663931554390784
YNL040W,12.587288263306586
YFR034C,16.32075623831548
YFL023W,10.260078904754373
YOR037W,9.979065425400151
YDL013W,9.477534609935665
YDR520C,15.980028822571592
YBR243C,15.801926976116533
YGL263W,13.360686287049331
YCR050C,16.30215802190787
YOL137W,13.872844521215427
YNL097C,14.9811787796434
YDR375C,10.1074962098175
YJL128C,13.139140947318289
YDL139C,14.171507086816174
YGL033W,10.441534140282211
YBR147W,15.328101045993646
YNL095C,10.10878135140097
YFR039C,16.565619900054536
YLR299W,16.608521472981582
YMR032W,15.348028898641262
YLR207W,16.650488133729215
YPL269W,13.337265885415862
YCL024W,13.633561099928173
YCL025C,14.763459939072243
YER085C,11.284042780115968
YJR157W,12.946786396784066
YBR302C,14.303361032828315
YDR499W,11.687885605570994
YCR106W,9.246168655193332
YJL106W,10.854871108347567
YGL003C,15.411295572506724
YGR112W,13.902169386929247
YIR010W,16.07938014035589
YLR228C,15.473152149842933
YJL218W,13.093840732667086
YER040W,10.40177211129918
YPL209C,10.316621604830747
YBR235W,14.426366899818959
YKL218C,14.452182959768743
YER041W,16.051531497509142
YER084W,10.941170197789774
YCL005W,14.782067220159988
YER047C,8.854397421436262
YBR233W,11.4050794897818
YFR017C,15.853555803325843
YIL177C,14.874367633959318
YGL250W,12.720718858409464
YPR203W,16.645478334219796
YJL225C,10.595587116991844
YGR293C,15.875616504415467
YEL077C,14.18117114666273
YBR294W,14.493210968660366
YGL075C,12.885531363722176
YJL083W,8.6104196516856
YGL180W,6.959396925046818
YFL068W,15.630192527828834
YNL319W,7.417272397527734
YBL113C,6.46646448984703
YIL113W,14.51221993598779
YBL086C,14.59904984060376
YGR292W,15.196136952513143
YMR056C,15.58850062352336
YJR155W,15.879489676700018
YMR326C,14.180528029322781
YKL221W,10.992794006012254
YCL068C,15.623271465940553
YHL050C,15.807798063031786
YCR068W,11.419418893868592
YNL325C,7.105617812508988
YBR300C,13.110926644571364
YLR234W,14.350335196787753
YHR211W,10.324460623283365
YCR061W,12.339996597653633
YLL067C,4.861455620901323
YLR467W,16.601716003276476
YFL067W,8.781122579082203
YCR102C,8.765790912079083
YHL046C,9.626843336834792
YLL066C,11.897989773930563
YFL066C,4.7700610202829505
YKL225W,9.063568203906804
YIL045W,13.40653198056465
YEL076C,7.878239732655483
YFL020C,13.711299626295938
YGL258W,13.803820790079286
YEL076W-C,5.185111485288824
YIR028W,13.764857932414499
YLL025W,11.7088728589261
YFL064C,9.508702550257167
YHR219W,11.51301071501026
YLR462W,7.63684619593926
YNL034W,15.547624098176835
YIL175W,14.84378943633399
YGR096W,14.54312151719042
YLR465C,12.727113342255212
YPR204W,4.217559549063379
YEL076C-A,3.4661626320707106
YLR464W,6.710591557249369
YHR054C,8.276887927002917
YFL061W,14.259207076760987
YBL111C,5.838622164367628
YFL065C,12.411342838179285
YER189W,3.6732962590375777
YML083C,3.7889856003252933
YKL223W,12.870930317387135
YFL063W,14.99314377980663
